,title,doi,publisher
3167,"Superfacility: The Convergence of Data, Compute, Networking, Analytics and Software",10.1142/9789811204579_0017,World Scientific
3168,Super or Sexist? The Evolution of Female Superheroes in Comics and Film,10.2307/j.ctt20p57k9.8,University of Iowa Press
3169,Supervised Classification Algorithms in Machine Learning: A Survey and Review,10.3390/make1010022,MDPI AG
3170,Supporting Text,10.1107/s1600576720011516/to5214sup1.pdf,International Union of Crystallography (IUCr)
3171,Support media can steer methanogenesis in the presence of phenol through biotic and abiotic effects,10.1016/j.watres.2018.04.029,Elsevier BV
3172,SURFACE MARKERS FOR THE ISOLATION OF MYOGENIC STEM/PROGENITOR CELLS,10.1016/b978-012436643-5/50141-3,Elsevier
3173,Surgical pelvic anatomy in gynecologic oncology,10.1002/ijgo.12616,Wiley
3174,Surgical treatment of atrial fibrillation: technique of thoracoscopic radiofrequency fragmentation of the left atrium,10.33529/angio2019416,Russian Society of Angiologists and Vascular Surgeons
3175,Survey finds galaxy clumps stirred up by dark energy,10.1126/science.357.6351.537,American Association for the Advancement of Science (AAAS)
3176,Survey of automated multiple sclerosis lesion segmentation techniques on magnetic resonance imaging,10.1016/j.compmedimag.2018.10.002,Elsevier BV
3177,Survival of 7 day in vitro produced bovine embryos exposed to 0.5 M sucrose prior to slow cool freezing,10.1016/0093-691x(96)84650-4,Elsevier BV
3178,"Surya R. Kalidindi, Andrew J. Medford",10.1007/s11837-016-2036-5,Springer Science and Business Media LLC
3179,SVOM: a Joint Gamma-ray Burst Detection Mission,10.1063/1.2943539,AIP
3180,Sweet Cherry Byproducts Processed by Green Extraction Techniques as a Source of Bioactive Compounds with Antiaging Properties,10.3390/antiox9050418,MDPI AG
3181,Swinger RNAs in the human mitochondrial transcriptome,10.5772/intechopen.80805,InTech
3182,Swipe to navigate through the articles of this issue,10.32657/10356/139680,Nanyang Technological University
3183,SWI/SNF regulates half of its targets without the need of ATP-driven nucleosome remodeling by Brahma,10.1186/s12864-018-4746-2,Springer Science and Business Media LLC
3184,Synergistic Anticancer Effects of Gemcitabine with Pitavastatin on Pancreatic Cancer Cell Line MIA PaCa-2 in vitro and in vivo,10.2147/cmar.s247876,Informa UK Limited
3185,Synovial fluid analysis in the diagnosis of joint disease,10.1007/978-94-011-3828-4_25,Springer Netherlands
3186,Synthesis and biological activity of cyclolinopeptide A analogues modified with γ4-bis(homo-phenylalanine),10.1016/j.bmc.2017.05.063,Elsevier BV
3187,Synthesis and characterization of photoactive porphyrin and poly(2-hydroxyethyl methacrylate) based materials with bactericidal properties,10.1016/j.polymer.2008.08.032,Elsevier BV
3188,"Synthesis, characterisation of new derivatives with mono ring system of 1,2,4-triazole scaffold and their anticancer activities",10.1016/j.molstruc.2019.06.066,Elsevier BV
3189,"Synthesis, characterization, and X-ray attenuation properties of polyacrylic acid-coated ultrasmall heavy metal oxide (Bi2O3, Yb2O3, NaTaO3, Dy2O3, and Gd2O3) nanoparticles as potential CT contrast agents",10.1016/j.colsurfa.2019.05.033,Elsevier BV
3190,"Synthesis, characterization, anti-diabetic potential and DFT studies of 7-hydroxy-4-methyl-2-oxo- 2H -chromene-8-carbaldehyde oxime",10.1016/j.saa.2018.07.009,Elsevier BV
3191,Synthesis of Polycyclic Aromatic Hydrocarbons via Phenyl Addition - Dehydrocyclization: The Third Way,10.1002/ange.201909876,Wiley
3192,Synthesis of rhodamine based organic nanorods for efficient chemosensor probe for Al (III) ions and its biological applications,10.1016/j.snb.2017.07.106,Elsevier BV
3193,"Synthesis, particle shape characterization and surface modification of superparamagnetic iron oxide nanochains",10.1016/j.matchar.2018.12.014,Elsevier BV
3194,"Synthesis, Structures, Resolution, and Chiroptical Properties of 1,16-Diaryl-Substituted Benzo[5]helicene Derivatives",10.1002/asia.201601305,Wiley
3195,SYNTHETIC ALGAL PROMOTERS,10.1007/978-1-4939-7223-4_11,Springer New York
3196,Systematically characterizing dysfunctional long intergenic non-coding RNAs in multiple brain regions of major psychosis,10.18632/oncotarget.12122,"Impact Journals, LLC"
3197,Systematic evaluation of error rates and causes in short samples in next-generation sequencing,10.1038/s41598-018-29325-6,Springer Science and Business Media LLC
3198,Systematic Gene-to-Phenotype Arrays: A High-Throughput Technique for Molecular Phenotyping,10.1016/j.molcel.2017.12.016,Elsevier BV
3199,Systematic review of human gut resistome studies revealed variable definitions and approaches,10.1080/19490976.2019.1700755,Informa UK Limited
3200,Systems and Methods for Processing Computational Workflows,10.7551/mitpress/7301.003.0004,The MIT Press
3201,Systems and methods for processing sequence data for variant detection and analysis,10.1017/cbo9781316212530.004,Cambridge University Press
3202,Systems and Methods for Processing Spatially Related Sequence Data Received from a Sequencing Device,10.1007/978-3-642-71534-1_19,Springer Berlin Heidelberg
3203,Systems and methods for processing test results,10.3403/02789790,BSI British Standards
3204,Systems and methods for providing a platform-specific porting layer for multi-level software stacks,10.5220/0004988505510559,SCITEPRESS - Science and and Technology Publications
3205,SYSTEMS AND METHODS FOR SINGLE-CELL RNA-SEQ DATA ANALYSIS,10.1007/978-1-4939-9057-3_2,Springer New York
3206,Systems and methods for string reprioritization,10.1017/9781316847978.009,Cambridge University Press
3207,Systems and methods for transcriptome analysis,10.1007/978-1-4939-7710-9_15,Springer New York
3208,Systems and methods to check-in shoppers in a cashier-less store,10.5353/th_b3126246,The University of Hong Kong Libraries
3209,Systems biology as an emerging paradigm in transfusion medicine,10.1186/s12918-018-0558-x,Springer Science and Business Media LLC
3210,Systems Metabolic Engineering Meets Machine Learning: A new era for data‐driven metabolic engineering,10.1002/biot.201800416,Wiley
3211,Systems of Global Governance in the Era of Human-Machine Convergence,10.2307/j.ctv75db2z.15,Georgetown University Press
3212,Table of Contents,10.22302/iribb.jur.mp.v82i1.260,Riset Perkebunan Nusantara
3213,TAF-ChIP: an ultra-low input approach for genome-wide chromatin immunoprecipitation assay,10.1101/299727,Cold Spring Harbor Laboratory
3214,Tales of diversity: Genomic and morphological characteristics of forty-six Arthrobacter phages,10.1007/978-1-4684-1779-1_2,Springer US
3215,Talk With Your Baby,10.1001/jama.1940.02810380077049,American Medical Association (AMA)
3216,Tandem duplicator phenotype (tdp) as a distinct genomic configuration in cancer and use thereof,10.1101/240648,Cold Spring Harbor Laboratory
3217,Tardigrade Indexing approach on exoplanets,10.18063/eoaa.v2i1.381,Whioce Publishing Pte Ltd
3218,Targeted Next Generation sequencing identified novel gene variants involved in hereditary colorectal cancer,10.26226/morressier.594a7d45d462b8028d89348d,Morressier
3219,"Targeting Gemcitabine hydrochloride to tumor microenvironment through stimuli-responsive Nano-conjugate: Synthesis, characterization, and in vitro assessment",10.1016/j.jddst.2020.101981,Elsevier BV
3220,Targeting Novel Coronavirus 2019: A Systematic Drug Repurposing Approach to Identify Promising Inhibitors Against 3C-like Proteinase and 2'-O-Ribose …,10.26434/chemrxiv.11888730,American Chemical Society (ACS)
3221,Targeting Outer Membrane Protein Component AdeC for the Discovery of Efflux Pump Inhibitor against AdeABC Efflux Pump of Multidrug Resistant Acinetobacter …,10.1007/s12013-018-0846-5,Springer Science and Business Media LLC
3222,Tau-Mediated Disruption of the Spliceosome Triggers Cryptic RNA Splicing and Neurodegeneration in Alzheimer's Disease,10.1101/514927,Cold Spring Harbor Laboratory
3223,TauRieL: Targeting Traveling Salesman Problem with a deep reinforcement learning inspired architecture,10.1109/iccecome.2018.8659266,IEEE
3224,TaxIt: An iterative computational pipeline for untargeted strain-level identification using MS/MS spectra from pathogenic single-organism samples,10.1021/acs.jproteome.9b00714.s001,American Chemical Society (ACS)
3225,"TCL1A, a Novel Transcription Factor and a Coregulator of Nuclear Factor kB p65: Single Nucleotide Polymorphism and Estrogen Dependence",10.1124/jpet.118.247718,American Society for Pharmacology & Experimental Therapeutics (ASPET)
3226,Tdp-43 in degenerative disease,10.3233/jad-2010-101543,IOS Press
3227,Technical Feasibility and Short-Term Outcome of Intracorporeal Hand-Sewn Esophagojejunostomy After Laparoscopic TotalGastrectomy: Our Experience,10.1007/s12262-016-1509-7,Springer Science and Business Media LLC
3228,Technique Development for Probing RNA Structure In Vivo and Genome-Wide,10.1101/cshperspect.a032250,Cold Spring Harbor Laboratory
3229,Technological developments and opportunities with Workflow4Metabolomics,10.4018/978-1-61520-670-4.ch013,IGI Global
3230,Technology Expiration Date,10.1007/springerreference_1439,Springer-Verlag
3231,Technology: Memes (Units of Culture),10.1016/b978-0-12-809324-5.23862-5,Elsevier
3232,Technoscientific Citizenship in Citizen Science. Assembling Crowds for Biomedical Research,10.1007/978-3-030-43965-1_14,Springer International Publishing
3233,Teenager Aphrodite and Her Friends,10.1163/9789047444503_010,BRILL
3234,Telemedicine Quality Improvement Study,10.1101/2020.05.07.20094268,Cold Spring Harbor Laboratory
3235,Television in Transition in East Asia,10.4324/9781315626659-7,Routledge
3236,Template-Based Modeling of Protein Complexes Using the PPI3D Web Server,10.1007/978-1-0716-0708-4_8,Springer US
3237,Template-based peptide modeling for celiac risk assessment of newly expressed proteins in GM crops,10.1016/j.yrtph.2020.104715,Elsevier BV
3238,TEMPLATED NANOCONJUGATES,10.25148/etd.fi13041501,Florida International University
3239,Temporal Layering of Signaling Effectors Drives Chromatin Remodeling during Hair Follicle Stem Cell Lineage Progression,10.1016/j.stem.2017.12.004,Elsevier BV
3240,Temporal regulation of neural stem cells during cortex development,10.1016/j.mod.2017.04.546,Elsevier BV
3241,Temporal Variability of Virioplankton during a Gymnodinium catenatum Algal Bloom,10.3390/microorganisms8010107,MDPI AG
3242,Tender calls search using a procurement product named entity recogniser,10.1016/j.aei.2018.04.005,Elsevier BV
3243,Ten Quick Tips for Finding Research Data,10.1371/journal.pcbi.1006038,Public Library of Science (PLoS)
3244,Testing F(Q) gravity with redshift space distortions,10.1111/j.1365-2966.2012.21567.x,Oxford University Press (OUP)
3245,Testing Uncertainty of Cyber-Physical Systems in IoT Cloud Infrastructures: Combining Model-Driven Engineering and Elastic Execution,10.1145/3107091.3107093,ACM Press
3246,Testosterone recuperates deteriorated male fertility in cypermethrin intoxicated rats,10.1007/s43188-020-00046-1,Springer Science and Business Media LLC
3247,Text-based Emotion Aware Recommender,10.5121/csit.2020.101009,AIRCC Publishing Corporation
3248,Text Mining to Understand the Influence of Social Media Applications on Smartphone Supply Chain,10.1016/j.procs.2018.10.296,Elsevier BV
3249,That was Entertainment: The Golden Age of the MGM Musical,10.2307/j.ctv125jqm1.3,Duke University Press
3250,The 16th annual Nucleic Acids Research web server issue 2018,10.1093/nar/gky518,Oxford University Press (OUP)
3251,The 2020 release of the ExoMol database: molecular line lists for exoplanet and other hot atmospheres,10.1063/1.4815853,AIP
3252,The Anatomy of a Cryptocurrency Pump-and-Dump Scheme,10.2139/ssrn.3267041,Elsevier BV
3253,"The antimicrobial properties of the puroindolines, a review",10.1007/s11274-019-2655-4,Springer Science and Business Media LLC
3254,The Bare Necessities: Uncovering Essential and Condition‐Critical Genes with Transposon Sequencing,10.1111/omi.12256,Wiley
3255,The battle of superheroes: the rise of the knowledge platform strategy in the movie industry,10.1108/jkm-04-2020-0296,Emerald
3256,The Beautiful Cure: The Revolution in Immunology and What It Means for Your Health,10.7208/chicago/9780226371146.001.0001,University of Chicago Press
3257,The Biological Mechanisms and Behavioral Functions of Opsin-Based Light Detection by the Skin,10.3389/fevo.2016.00106,Frontiers Media SA
3258,The Borealin Dimerization Domain Interacts with Sgo1 to Drive Aurora B-mediated Spindle Assembly,10.1091/mbc.e20-05-0341,American Society for Cell Biology (ASCB)
3259,The bromodomain inhibitor JQ1 as novel therapeutic option for type II testicular germ cell tumours,10.1007/978-1-4471-3281-3_12,Springer London
3260,The Caenorhabditis elegans NF2/Merlin Molecule NFM-1 Nonautonomously Regulates Neuroblast Migration and Interacts Genetically with the Guidance Cue SLT-1/Slit,10.1101/055079,Cold Spring Harbor Laboratory
3261,The CatSper channel is present and plays a key role in sperm motility of the Atlantic salmon (Salmo salar),10.1016/j.cbpa.2019.110634,Elsevier BV
3262,The central cusps in dark matter halos: Fact or fiction?,10.1016/j.dark.2020.100679,Elsevier BV
3263,The Cisgenesis New Tool of Breeding: A Review,10.3389/fpls.2014.00389,Frontiers Media SA
3264,THE CMS TIER1 AT JINR: FIVE YEARS OF OPERATIONS,10.1016/0305-0548(86)90019-5,Elsevier BV
3265,The comparison of the use of holonic and agent-based methods in modelling of manufacturing systems,10.1007/978-3-642-35852-4_4,Springer Berlin Heidelberg
3266,The Construction of Big Data Platform of Private Cloud Computing Smart Community based on Openstack,10.1109/bigdata.2014.7004496,IEEE
3267,The consumer-based brand equity deconstruction and restoration process: Lessons from unliked brands,10.1016/j.jbusres.2019.12.029,Elsevier BV
3268,The COX-2 selective blocker inhibit cytokine-induced apoptosis in isolated articular chondrocytes,10.1016/j.joca.2018.02.229,Elsevier BV
3269,The Cranial Base in Normal and Abnormal Skull Growth,10.1055/s-2007-984051,Georg Thieme Verlag KG
3270,The critical role of point defects in improving the specific capacitance of \xce\xb4-MnO<sub>2</sub> nanosheets,10.1063/1.4810527,AIP
3271,The cyber-centipede: giving online species descriptions a leg up,10.2505/4/tst15_082_04_35,National Science Teachers Association (NSTA)
3272,The cytomegalovirus protein US31 induces inflammation through mono-macrophages in systemic lupus erythematosus by promoting NF-κB2 activation,10.1093/ndt/gfy104.fp077,Oxford University Press (OUP)
3273,"The DAMA project: Achievements, implications and perspectives",10.1016/j.ppnp.2020.103810,Elsevier BV
3274,THE DEPICTIONS OF THE COSMOS IN POPULAR CULTURE: IN SEARCHING OF THE SENSE OF WHOLENESS,10.29202/phil-cosm/23/16,International Society of Philosophy and Cosmology
3275,The different impacts of dynamic controlled atmosphere and controlled atmosphere storage in the quality attributes of ‘Fuji Suprema’ apples,10.1016/j.postharvbio.2017.04.003,Elsevier BV
3276,The Digital Deluge: 4.0 Industry from AI to HOUZZ,10.1093/actrade/9780199686872.003.0009,Oxford University Press
3277,"THE DIGITAL ENVIRONMENT, COLLABORATIVE GOVERNANCE AND THE FUTURE OF WORK",10.1109/dasc.2015.7311505,IEEE
3278,The Digital Era 1: Big Data Stakes,10.1002/9781119102687,"John Wiley & Sons, Inc."
3279,"The directed migration of gonadal distal tip cells in Caenorhabditis elegans requires NGAT-1, a beta 1,4-N-acetylgalactosaminyltransferase enzyme",10.1371/journal.pone.0183049,Public Library of Science (PLoS)
3280,"The directed migration of gonadal distal tip cells in Caenorhabditis elegans requires NGAT-1, a ß1, 4-N-acetylgalactosaminyltransferase enzyme",10.1371/journal.pone.0183049,Public Library of Science (PLoS)
3281,The Discus Comet: C/2014 B1 (Schwartz),10.3847/1538-3881/aafe05,American Astronomical Society
3282,The Disenfranchised: Stories of Life and Grief When an Ex-Spouse Dies,10.1080/07481187.2014.1000057,Informa UK Limited
3283,The drug-maker's guide to the galaxy,10.1038/549445a,Springer Science and Business Media LLC
3284,The dynamics of outsourcing relationships in global value chains: Perspectives from MNEs and their suppliers,10.1016/j.jbusres.2018.01.012,Elsevier BV
3285,The Early Earthworm Catches on to Full Data Release,10.7287/peerj.preprints.2017/supp-1,PeerJ
3286,The early response of αB-crystallin to a single bout of aerobic exercise in mouse skeletal muscles depends upon fiber oxidative features,10.1016/j.redox.2019.101183,Elsevier BV
3287,"THE ECO-PHYSIOLOGY, STRESS RESPONSE REGULATION, AND ENGINEERING OF SHEWANELLA SPECIES FOR INDUSTRIAL AND ENVIRONMENTAL  …",10.1007/978-94-015-9532-2_38,Springer Netherlands
3288,The Effect of Bars on the Ionized ISM: Optical Emission Lines from Milky Way Analogs,10.3847/1538-4357/ab9fa3,American Astronomical Society
3289,The effect of galactic chemical evolution on terrestrial exoplanet composition and tectonics,10.1016/j.icarus.2020.114025,Elsevier BV
3290,The Effect of Geometry on the Diffusion: Branched Archimedean spiral,10.1016/j.icheatmasstransfer.2020.104733,Elsevier BV
3291,The effect of histone acetyl-transferase inhibitor trichostatin A on porcine mesenchymal stem cell transcriptome,10.1016/j.biochi.2017.05.015,Elsevier BV
3292,The Effect of Human Genetic Variation on CRISPR Targeting Specificity,10.1089/crispr.2017.0016,Mary Ann Liebert Inc
3293,The effect of quercetin on the electrical properties of model lipid membranes and human glioblastoma cells,10.1016/j.bioorg.2020.103607,Elsevier BV
3294,The effect of replacing sucrose with L-arabinose in drinks and cereal foods on blood glucose and plasma insulin responses in healthy adults,10.1016/j.jff.2020.104114,Elsevier BV
3295,The effect of smartphone uses on gait and obstacle collision during walking,10.1016/j.mehy.2020.109730,Elsevier BV
3296,"The effects of curcumin, mangiferin, resveratrol and other natural plant products on aminopeptidase B activity",10.1016/j.bbrc.2019.02.143,Elsevier BV
3297,The Effects of Frequency and Method of Gentling on the Behavior of Cats in Shelters,10.1016/j.jveb.2020.07.007,Elsevier BV
3298,"The effects of the red tide producing dinoflagellate, Karenia brevis, and associated brevetoxins on viability and sublethal stress responses in scleractinian coral: a …",10.25148/etd.fidc000133,Florida International University
3299,The efficient Lamarckian spread of life in the cosmos,10.1016/bs.adgen.2020.03.004,Elsevier
3300,The embryonic origins and genetic programming of emerging haematopoietic stem cells,10.1002/1873-3468.12363,Wiley
3301,"The Empusa code generator and its application to GBOL, an extendable ontology for genome annotation",10.1038/s41597-019-0263-7,Springer Science and Business Media LLC
3302,The Empusa code generator: bridging the gap between the intended and the actual content of RDF resources,10.4324/9781315224893,Routledge
3303,The Encyclopedia of Molecular Biology,10.1002/3527600906.mcb.200400023,Wiley-VCH Verlag GmbH & Co. KGaA
3304,"The Endockscope Using Next Generation Smartphones: ""A Global Opportunity""",10.1016/j.juro.2018.02.1932,Ovid Technologies (Wolters Kluwer Health)
3305,The end of the universe,10.4135/9781412963961.n601,"SAGE Publications, Inc."
3306,The Endometrium: A Clinicopathologic Approach,10.1080/00313029500169163,Elsevier BV
3307,The Enigmatic Origin of Papillomavirus Protein Domains,10.3390/v9090240,MDPI AG
3308,The enterocin AS-48 as an evidence for the use of bacteriocins as new leishmanicidal agents.,10.1128/aac.02288-16,American Society for Microbiology
3309,The evolutionary characteristics and structural biology of Gallus toll‐like receptor 21,10.7287/peerj.2079v0.1/reviews/1,PeerJ
3310,THE EVOLUTION OF ANAESTHESIA,10.1093/bja/20.4.115,Elsevier BV
3311,The evolution of plant microRNAs: insights from a basal eudicot sacred lotus,10.1111/tpj.13394,Wiley
3312,The Extra- Galactic hitchhiker's guide to altruism and cooperation,10.1007/978-1-4419-9520-9_17,Springer New York
3313,The fault in our stars: underestimating the age of single white dwarfs due to binary mergers,10.1051/0004-6361/201936889,EDP Sciences
3314,The Feasibility of Utilizing Smartphone Flashlights as an Alternative Endoscopic Light Source in Emergency Situations,10.1177/0145561319862212,SAGE Publications
3315,"The Films of Martin Scorsese: Gangsters, Greed, and Guilt",10.1057/9781137302045.0004,Palgrave Macmillan
3316,The flightless I protein interacts with RNA-binding proteins and is involved in the genome-wide mRNA post-transcriptional regulation in lung carcinoma cells,10.3892/ijo.2017.3995,Spandidos Publications
3317,The Fog Development Kit: A Development Platform for SDN-based Edge-Fog Systems,10.1109/jiot.2020.2966405,Institute of Electrical and Electronics Engineers (IEEE)
3318,The Fool and the Wise Man: The Legacy of the Two Merlins in Modern Culture,10.1007/978-3-319-60729-0_10,Springer International Publishing
3319,The Functional Characterization of Podosphaera xanthii Effector Candidate Genes Reveals Novel Target Functions for Fungal Pathogenicity,10.1094/mpmi-12-17-0318-r,Scientific Societies
3320,The Functional Evolution of Human microRNA Families,10.7287/peerj.preprints.59,PeerJ
3321,The Functions of EP300 in Activated Pancreatic Stellate Cells and the Drug Resistance Problem in Pancreatic Cancer,10.3990/1.9789036544276,University Library/University of Twente
3322,The future of metabolomics in ELIXIR [version 1; referees,10.1007/s11306-018-1455-4,Springer Science and Business Media LLC
3323,The Galactic Aberration and Its Impact on Astronomical Reference Frames,10.1016/j.chinastron.2020.05.001,Elsevier BV
3324,The galaxy builders,10.1126/science.360.6392.954,American Association for the Advancement of Science (AAAS)
3325,THE GALAXY FRAMEWORK AS A BIOINFORMATICS SOLUTION FOR PROTEOMICS AND MULTI-OMICS STUDIES.,10.1101/842856,Cold Spring Harbor Laboratory
3326,The galaxy of the non-Linnaean nomenclature,10.1007/s40656-019-0271-0,Springer Science and Business Media LLC
3327,The Geek Anthropologist,10.18574/nyu/9781479838608.003.0004,NYU Press
3328,The general biological relevance of the oxidative stress status in replicating some neuropsychiatric and digestive–related manifestations in zebrafish,10.25083/rbl/24.4/571.579,Digital ProScholar Media
3329,The Genetics Of Mosquito Heat-Seeking Behavior,10.1002/9780470514948.ch16,"John Wiley & Sons, Ltd."
3330,"The genome of Armadillidium vulgare (Crustacea, Isopoda) provides insights into sex chromosome evolution in the context of cytoplasmic sex determination",10.1093/molbev/msz010,Oxford University Press (OUP)
3331,"The genome of the Antarctic-endemic copepod, Tigriopus kingsejongensis",10.1093/gigascience/gix071,Oxford University Press (OUP)
3332,The Genome of the Model Moss Physcomitrella patens,10.28971/142013re73,"James P. Adams Library, Rhode Island College"
3333,The Genomics Toolkit,10.1385/1-59745-514-8:205,Humana Press
3334,The GLEAM 4-Jy (G4Jy) Sample: I. Definition and the catalogue,10.1017/pasa.2020.9,Cambridge University Press (CUP)
3335,The GLEAM 4-Jy (G4Jy) Sample: II. Host-galaxy identification for individual sources,10.1017/pasa.2020.10,Cambridge University Press (CUP)
3336,The Global Imaging of Physiological and Pathophysiological Angiogenesis in live zebrafish using Optical Projection Tomography,10.1117/12.2252721.5380018876001,SPIE-Intl Soc Optical Eng
3337,The Global Workspace Needs Metacognition,10.1016/j.tics.2019.04.007,Elsevier BV
3338,The Golden Section and beauty in nature: The perfection of symmetry and the charm of asymmetry,10.1016/j.pbiomolbio.2018.12.008,Elsevier BV
3339,The Good Reviewer's Guide to the Publishing Galaxy,10.1523/eneuro.0362-19.2019,Society for Neuroscience
3340,The Graduate School Certificate for Approving the Dissertation,10.4135/9781452229522.n5,"SAGE Publications, Inc."
3341,The Grass Carp Genome Database (GCGD): an online platform for genome features and annotations,10.1093/database/bax051,Oxford University Press (OUP)
3342,The Grass Carp Genomic Visualization Database (GCGVD): an informational platform for genome biology of grass carp,10.7150/ijbs.32860,Ivyspring International Publisher
3343,The Graveyard Book Creating A Culture Learning,10.2505/9781681403960,National Science Teachers Association
3344,The Great Colonization Debate,10.3390/books978-3-03921-168-5,MDPI
3345,The H3K36me2 Methyltransferase Nsd1 Demarcates PRC2-Mediated H3K27me2 and H3K27me3 Domains in Embryonic Stem Cells,10.3410/f.732961657.793550072,Faculty Opinions Ltd
3346,"The Healthy Mind: Mindfulness, True Self, and the Stream of Consciousness",10.4324/9781315122649,Routledge
3347,The Hitchhiker's Guide to Logical Verification,10.1038/news990121-2,Springer Science and Business Media LLC
3348,The Hitchhiker's Guide to Quant Biology,10.1038/news990121-2,Springer Science and Business Media LLC
3349,The Hitchhiker's Guide to Scholarly Research Integrity,10.1038/news990121-2,Springer Science and Business Media LLC
3350,The hitchhiker's guide to the chemical-biological galaxy,10.1038/news990121-2,Springer Science and Business Media LLC
3351,The Host Galaxies of Tidal Disruption Events,10.3847/2041-8205/818/1/l21,American Astronomical Society
3352,The human 18S rRNA m6A methyltransferase METTL5 is stabilized by TRMT112,10.2210/pdb6h2v/pdb,Worldwide Protein Data Bank
3353,The impact of atmospheric aerosol particles on the brightness of the night sky,10.1016/j.jqsrt.2020.107168,Elsevier BV
3354,The Impact of Integrated Infant and Young Child Feeding and Micronutrient Powder Intervention on Feeding Practices and Anemia in Children Aged 6-23 Months in Madagascar,10.3390/nu9060581,MDPI AG
3355,The Impact of Serious Games with Humanoid Robots on Mild Cognitive Impairment Older Adults,10.1016/j.ijhcs.2020.102509,Elsevier BV
3356,The Importance Of Star Formation Intensity In LY {\alpha} Escape From Green Pea Galaxies And Lyman Break Galaxy Analogs,10.3847/1538-4357/ab7895,American Astronomical Society
3357,The Incidence and Genetic Diversity of Potato virus S in Serbian Seed Potato Crops,10.1007/s11540-018-9395-y,Springer Science and Business Media LLC
3358,The influence of hypoxia and energy depletion on the response of endothelial cells to the vascular disrupting agent combretastatin A-4-phosphate,10.1038/s41598-020-66568-8,Springer Science and Business Media LLC
3359,The influence of motivational factors on ongoing product design decisions,10.1016/j.jbusres.2020.02.018,Elsevier BV
3360,The Information Behavior of Middle School Students in an Academic Context,10.16983/kjsp.2009.6.3.291,The Korean School Psychology Association
3361,"The INOS Learning Design Framework: Fostering the Educational Value of Open Science, Citizen Science",10.31219/osf.io/db6qn,Center for Open Science
3362,The Integrated Multi-quay Berth Allocation and Crane Assignment Problem: Formulation and Case Study,10.1109/ccdc.2011.5968309,IEEE
3363,The Integration of Epistasis Network and Functional Interactions in a GWAS Implicates RXR Pathway Genes in the Immune Response to Smallpox Vaccine,10.1371/journal.pone.0158016,Public Library of Science (PLoS)
3364,The intelligent water drops algorithm: why it cannot be considered a novel algorithm,10.1007/s11721-019-00165-y,Springer Science and Business Media LLC
3365,The intelligent water drops algorithm: why it cannot be considered a novel algorithm A brief discussion on the use of metaphors in optimization,10.1007/s11721-019-00165-y,Springer Science and Business Media LLC
3366,"The Internet of Things, Fog and Cloud Continuum: Integration and Challenges",10.1016/j.iot.2018.09.005,Elsevier BV
3367,"The interplay among miRNAs, major cytokines, and cancer-related inflammation",10.1016/j.omtn.2020.04.002,Elsevier BV
3368,The Interstellar Dust and the roots,10.1007/978-94-009-2462-8_37,Springer Netherlands
3369,The intracellular life of the porcine pathogen Mycoplasma hyopneumoniae,10.31274/rtd-180816-5786,Iowa State University
3370,"The Jetstream Journal• April 15, 2014• https://thejetstreamjournal. com/2929/uncategorized/life-on-other-planets",10.15252/embr.201439314,EMBO
3371,The Knowledge Base of General Systemology,10.1007/978-981-10-0892-4_5,Springer Singapore
3372,The Landscape of Phenotypic and Transcriptional Responses to Ciprofloxacin in Acinetobacter baumannii: Acquired Resistance Alleles Modulate Drug-Induced SOS …,10.1128/mbio.01127-19,American Society for Microbiology
3373,The landscape of QCD axion models,10.22323/1.049.0014,Sissa Medialab
3374,"THE LIFE OF STAR CLUSTERS, FROM BIRTH TO DISSOLUTION: A NEW APPROACH",10.1017/s1743921319006781,Cambridge University Press (CUP)
3375,The lifetime of binary neutron star merger remnants,10.1016/j.jheap.2020.04.003,Elsevier BV
3376,The Lineage Determining Factor GRHL2 Collaborates with FOXA1 to Establish a Targetable Pathway in Endocrine Therapy-Resistant Breast Cancer,10.1016/j.celrep.2019.09.032,Elsevier BV
3377,The livestock growth-promoter zeranol facilitates GLUT4 translocation in 3T3 L1 adipocytes,10.1016/j.chemosphere.2020.126772,Elsevier BV
3378,The local universe in the era of large surveys. I. Spectral classification of S0 galaxies,10.1093/mnras/staa1408,Oxford University Press (OUP)
3379,The long duration cryogenic system of the OLIMPO balloon–borne experiment: design and in–flight performance,10.1016/j.cryogenics.2020.103129,Elsevier BV
3380,The long non-coding RNA Paupar promotes KAP1-dependent chromatin changes and regulatesolfactory bulb neurogenesis,10.1101/187302,Cold Spring Harbor Laboratory
3381,The machine that goes Ping!,10.1201/9781315151670-3,Chapman and Hall/CRC
3382,The Marek's disease virus (MDV) chemokine vIL8 binds the cCXCR5 receptor and is a functional orthologue of cCXCL13,10.1099/vir.0.81427-0,Microbiology Society
3383,The Media and Austerity: Comparative perspectives,10.4324/9781315178912-4,Routledge
3384,The Medicalization of America's Schools: Challenging the Concept of Educational Disabilities,10.1007/978-3-319-62974-2_1,Springer International Publishing
3385,The medical science DMZ: a network design pattern for data-intensive medical science,10.1093/jamia/ocx104,Oxford University Press (OUP)
3386,Theme Enrichment Analysis: A Statistical Test for Identifying Significantly Enriched Themes in a List of Stories with an Application to the Star Trek Television Franchise,10.16995/dscn.316,Open Library of the Humanities
3387,The melanin-concentrating hormone (MCH) system: a tale of two peptides,10.1038/scibx.2008.619,Springer Science and Business Media LLC
